College Code,College Name,Seat Category,AD-Artificial Intelligence & Data Science,"AE-Aeronautical Engineering","AG-Agricultural Engineering",AI-Artificial Intelligence & Machine Learning,,"AL-Agriculture Engineering Course","AR-Automation & Robotics Engineering","AS-Aerospace Engineering"
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,,44561,,,,,,
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,,92761,,109696,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,,61454,,70297,,,,
E051,"GM Institute of Technology-P B Road, Davangere",GM,,108985,,,,,,
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,,64665,,,,,,
E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",GM,,111612,,,,,,
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,,93821,,,,,,108641
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,,29281,,,,40111,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",KKR,,84288,,,,,,
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,,110628,,62525,,,,
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,,107672,,,,,,
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of
Engineering and Technology-Udyambag, Belagavi",GM,,58389,,78795,,,,
E066,"KLE College of Engineering and Technology-Chikodi Dist., Belagavi",GM,,89747,,,,,,
E067,"K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru",GM,,95291,,,,,,
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,,111393,,,,,,
E069,"KVG College Of Engineering-Sullia, Dakshina Kannada",GM,,74732,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,,47086,,62087,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",KKR,,80116,,,,,,
E074,"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal",GM,,109025,,93737,,,,
E075,"KNS Institute of Technology-Yelahanka, Bengaluru",GM,,89055,,,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,,2302,,4111,,4402,,3407
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,,14044,,23461,,25138,,17212
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,,102877,,,,,,
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,,111060,,93772,,,,
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,,74998,,,,,,
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,,109041,,,,,,
E084,"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru",GM,,105565,,,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,,13711,17464,15741,,,,
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,,58780,,110525,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,,762,,1234,,,,1063
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,,3376,,11783,,,,4923
E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",GM,,87953,,,,,103610,
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,,110716,,,,,,
E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",GM,,86802,,,,,,
E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",GM,,110946,,,,,,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,,24600,,26020,,,,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,,58916,,74896,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,,47075,,69699,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",KKR,,110168,,,,,,
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,,88420,,,,,,
E109,"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru",GM,,55964,,,,,,
E110,"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi",GM,,90429,,,,,,
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,,102881,,,,,,
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,,108623,,,,,,
E114,"Sambhram Institute of Technology-Jalahalli East, Bengaluru",GM,,67250,,,,,,
E116,"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru",GM,,50650,,70795,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,,47775,,65635,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",KKR,,76941,,81496,,,,
E118,"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada",GM,,74248,,,,,,
E123,"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi",GM,,94586,,,,,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,,13533,,,,,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,,36968,,,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,,19200,,31113,,,,25400
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,,81180,,106062,,,,101006
E127,"SJM Institute of Technology-NH 4 Bye-pass, Chitradurga",GM,,59140,,,,,,
E128,"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-
Laxmeswar, Gadag",GM,,96610,,,,,,
E132,"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru",GM,,50706,,,,,,
E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,,111152,,,,,,
E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,,76671,,,,,,
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",GM,,13781,,15509,,,,
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",KKR,,29334,,70698,,,,
E143,"Tontadarya College of Engineering-Mundaragi Road , Gadag",GM,,66979,,,,,,
E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,,97081,,,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,,61329,,64871,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",KKR,,94706,,,,,,
E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,,110767,,,,,,
E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",GM,,110537,,,,,,
E161,"Cambridge Institute of Technology North Campus-Kundana, Bengaluru",GM,,68675,,,,,,
E164,"Reva University-Yelahanka, Bengaluru",GM,,27846,,,,,,
E164,"Reva University-Yelahanka, Bengaluru",KKR,,71058,,,,,,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,,34115,,60171,,,,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",KKR,,77801,,96249,,,,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,32926,17050,,,,,,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,107980,99036,,,,,,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,,107544,,,,,,
E173,"Presidency University-Yelahanka, Bengaluru",GM,,42510,,72941,,,,
E173,"Presidency University-Yelahanka, Bengaluru",KKR,,97992,,,,,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,,32357,,,,,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,,102267,,,,,,
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,,103474,,,,,,
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,,10850,,,,,,
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",KKR,,33761,,,,,,
E201,"G Madegowda Institute of Technology-Maddur, Mandya District",GM,,91504,,,,,,
E203,"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk,
Bengaluru Rural",GM,,103927,,,,,,
E208,"A.G.M Rural College of Engineering and Technology-Varur, Hubballi",GM,,107183,,,,,,
E211,"East West College of Engineering-Yelahanka, Bengaluru",GM,,91524,,,,,,
E212,"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru",GM,,80032,,89812,,,,
E214,"Sri Siddhartha School of Engineering-Near Kyathsandra Toll Gate, Tumkur",GM,,105095,,59558,,,,
E217,"Harsha Institute of Technology-Nelamangala Taluk, Bangalore Rural",GM,,82772,,,,,,
College Code,College Name,Seat Category,"IAR -Information Technology (Augmented Reality and Virtual Reality (AR / VR)",,,,IM-Industrial Engineering & Management,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,,,,,15512,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,,,,,87404,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,,,,,8627,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,,,,,49268,,,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,44764,,,,,,,
College Code,College Name,Seat Category,"IST-Information Science & Technology","MAE-Mechanical & Aerospace Engineering",MD-Medical Electronics Engineering,"ME-Mechanical Engineering",,MR-Marine Engineering,MT-Mech- atronics Engineering,RA-Robotics & Automation
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,,,,50724,,,62208,
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,,,,83862,,,91138,
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,,,,106615,,,,
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",GM,,,,68496,,,,
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,,,,59506,,,,
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,,,,103137,,,,
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,,,,96855,,,,87865
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,,,,42615,,,,
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,,,,79263,,,,
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",KKR,,,,108639,,,,
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,,,,68894,,,,
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,,,,33330,,,,
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,,,,108484,,,,
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,,,,95617,,,,
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,,,,8486,,,,
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,,,,54256,,,,
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,,,,26304,,,,
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,,,,76654,,,,
E030,"Brindavan College of Engineering-Yelahanka, Bengaluru",GM,,,,32957,,,,
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,,,,78058,,,,
E036,"Chanakya University-Devanahalli, Bengaluru Rural",GM,,58735,,,,,,
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,,,,87100,,,,
E038,"Coorg Institute of Technology-Ponnampet, South Kodagu",GM,,,,82980,,,,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,,,,37624,,,,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,,,,107055,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,,,28658,20990,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,,,,73726,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,,,,72009,,,,
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,,,,82197,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,,,,49588,,,,27355
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",KKR,,,,,,,,101252
E061,JSS Science and Technology University-Mysuru,GM,,,,32021,,,,
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,,,,74817,,,,
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,,,,109403,,,,
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of
Engineering and Technology-Udyambag, Belagavi",GM,,,,108876,,,,
E066,"KLE College of Engineering and Technology-Chikodi Dist., Belagavi",GM,,,,110828,,,,
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,,,,87427,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,,,,75126,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,,,18788,7930,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,,,82849,52550,,,,
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,,,,108369,,,,
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,,,,59124,,,92936,
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,,,,99390,,,,
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,,,,107842,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,,,,4091,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,,,,39827,,,,
E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",GM,,,,102117,,,,
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,,,,,,,,85937
E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",GM,,,,89946,,,,
E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",GM,,,,110992,,,,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,,,,36920,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,,,,109728,,,,
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,,,,52438,,,,
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,,,,97734,,,,109219
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,,,,97836,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,,,,99654,,,,
E121,"Sri Sairam College of Engineering-Anekal, Bengaluru",GM,,,,91576,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,,,,40954,,,,
E128,"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-
Laxmeswar, Gadag",GM,,,,23217,,,,
E138,"Srinivas Institute of Technology-Hampankatta, Mangaluru",GM,,,,,,104135,,
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",GM,,,,20288,,,,
E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,,,,110985,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,,,,65976,,,,
E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",GM,,,,104180,,,,
E161,"Cambridge Institute of Technology North Campus-Kundana, Bengaluru",GM,,,,102448,,,,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,,,,63705,,,,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,,,,95156,,,,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,,,,95240,,,,
E173,"Presidency University-Yelahanka, Bengaluru",GM,43234,,,,,,,
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,,,,94292,,,,
E203,"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk,
Bengaluru Rural",GM,,,,87491,,,,
E206,"Cauvery Institute Of Technology-Sundahalli, Mandya",GM,,,,36023,,,,
E211,"East West College of Engineering-Yelahanka, Bengaluru",GM,,,,106946,,,,
E212,"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru",GM,,,,79498,,,,
E214,"Sri Siddhartha School of Engineering-Near Kyathsandra Toll Gate, Tumkur",GM,,,,98077,,,,
College Code,College Name,Seat Category,RI-Robotics & Artificial Intelligence,"ROB-Robotics","UE-Electronics & Computer Engineering","VL-Electronics Engineering (VLSI Design & Technology)",,TX-Textile Technology,VLS-VLSI,
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,38683,,,,,,,
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,91837,,,,,,,
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,106484,,,,,,,
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,,,,,,,39413,
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",KKR,,,,,,,83165,
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,10693,,,13882,,,,
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,33647,,,79186,,,,
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,96436,,,,,,,
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,,,105011,,,,,
E036,"Chanakya University-Devanahalli, Bengaluru Rural",GM,,,,106483,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,5543,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,20402,,,,,,,
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,,,71964,,,,,
E049,"Garden City University-Old Madras Road, Bengaluru",GM,,73658,,71865,,,,
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,100557,,,,,,,
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,95048,,,,,,,
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,82338,,,,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,13445,,,,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,18604,,25550,,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,73893,,75283,,,,,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,9585,,,24495,,,,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,66293,,,,,,,
E173,"Presidency University-Yelahanka, Bengaluru",GM,,,,,,,57294,
E173,"Presidency University-Yelahanka, Bengaluru",KKR,,,,,,,88206,
